instance_id,corpus_group,source_label,block_order,page_start,page_end,summary,scope,description_state,provenance_verdict,provenance_source,evidence_locator,content_family_id,status
asn2025-2-B-01,assignments-2025,assignment-2025-26-2,13,,,"Q13. If the probability of a bad reaction from a certain injection is 0.001, determine the chance that out of 200 individuals, more than two will get a bad reaction. Ans.: 0.32",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-B-02,assignments-2025,assignment-2025-26-2,14,,,"Q14. A car hire -firm has two cars which it hires out on a day to day basis. The number of demands for a car is known to be Poisson distribution with mean 1.5 . Find the probability of day on which (i) There is no demand for the car and (ii) The demand is rejected. Ans : 0.2231, 0.1912",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-B-03,assignments-2025,assignment-2025-26-2,15,,,"Q15. The marks of 1000 students in an examination follow a normal distribution with a mean 70 and a standard deviation of 5. Find the expected no. of students, whose marks will be (i)less than 69, (ii) more than 72, (iii) between 69 and 72. Ans. (i) 421 (ii) 345 (iii) 235.",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-B-04,assignments-2025,assignment-2025-26-2,16,,,"Q16. The length of a telephone conversation has been exponentially distribution with a mean of 3 minutes. Find the probability that a call (i) ends in more than 1 minute and (ii) takes less than 3 minutes. Ans: 0.71655, 0.63212",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-B-05,assignments-2025,assignment-2025-26-2,17,,,"Q17. In a test on 2000 electric bulbs, it was found that the life of a particular make was normally distributed with an average life of 2040 hours and SD of 60 hours. Estimate the number of bulbs likely to burn for (i) More than 2150 hours, (ii) Less than 1950 hours, (iii) More than 1920 hours but less than 2160 hours. Given A(1.5) = 0.4332, A(1.83) = 0.4664, A(2) = 0.4772. Ans.: 0.0336 ∗ 2000 = 67, 0.0918 ∗ 2000 = 184, 0.9544 ∗ 2000 = 1909",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-B-06,assignments-2025,assignment-2025-26-2,18,,,"Q18. The mean inside diameter of a sample of 200 washers produced by a machine is 0.502 cm, and the SD is 0.005 cm. The purpose for which these washers are intended allows a maximum tolerance in diameter of 0.496 cm to 0.508 cm; otherwise, the washers are considered defective. Determine the percentage of defective washers produced by the machine, assuming the diameters are normally distributed. (Given: Ø(z=1.2)=0.3849). Ans.: defective washers produced: 23.02%",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-B-07,assignments-2025,assignment-2025-26-2,19,,,Q19. The time (in hours) required to repair a machine is exponentially distributed with a Parameter of λ = 2. (a) What is the probability that the repair time exceeds 2 h? (b) What is the conditional probability that a repair takes at least 10 h given that its duration exceeds 9 h? Ans: (a) 0.3679 (b) 0.6065,in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-B-08,assignments-2025,assignment-2025-26-2,20,,,"Q20. If X has an exponential distribution with mean = 2, find P (X < 1 / X < 2). Ans.: 0.5679",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-C-01,assignments-2025,assignment-2025-26-2,21,,,"Q21. If X is uniformly distributed over ( -a, a), a > 0, find a so that P (X > 1) = 1/3 (ii) 𝑃(|𝑋| < 1) = 𝑃 (|𝑋| > 1). MSV17HMFJTVMF6IE7MQ6 Ans.: (i) a = 3 (ii) a = 2 SECTION-C (Analytical Based Questions)",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-C-02,assignments-2025,assignment-2025-26-2,22,,,"Q22. If m things are distributed among a men and b women, show that the probability 1 (𝑏+𝑎)𝑚 −(𝑏−𝑎)𝑚 that the number of things received by men is odd is 2 { }. (𝑏+𝑎)𝑚",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-C-03,assignments-2025,assignment-2025-26-2,23,,,"Q23. If a string 1m long is cut into two pieces at a random point along its length, what is the probability that the longer piece is at least twice the length of the shorter? Ans: 1/3",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-C-04,assignments-2025,assignment-2025-26-2,24,,,"Q24. An insurance company found that only 0.005% of the population is involved in a certain type of accident and each year. If its 2000 policyholders were randomly selected from the population, what is the probability that not more than two of its clients are involved in such an accident next year? Ans: 0.9998",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-D-01,assignments-2025,assignment-2025-26-2,25,,,"Q25. A random variable X has uniformly distributed over ( -3, 3 ), compute (i) P (X < 2) (𝑖𝑖) 𝑃 (|𝑋|< 2) (𝑖𝑖𝑖) 𝑃 (|𝑋 − 2|< 2) , and (iv) Find K for which P ( X > K ) = 1/3 . Ans: 5/6, 2/3, 1/2, and K =1.",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-D-02,assignments-2025,assignment-2025-26-2,26,,,"Q26. It is known that the probability of an item produced by a certain machine will be defective is 0.05. If the produced items are sent to the market is packets of 20, find the number of packets containing exactly, at least and at most 2 defective items in a consignment of 1000 packets using (i) Binomial distribution and (ii) Poisson approximation to Binomial distribution. Ans: (i) 189, 264 and 925 (ii) 184, 264 and 920",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-D-03,assignments-2025,assignment-2025-26-2,27,,,"Q27. In a distribution exactly normal, 7% of the items are under 35 and 89% are under 63. What are the mean and standard deviation of the distribution. Ans: 50.3 and 10.33",in-scope,resolved,family,G&K-Fundamentals,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md ; G&K-Fundamentals: items 35 89 63 what | 35 89 63 what mean | 63 what mean standard deviation | what mean standard deviation distribution,,gross
asn2025-2-D-04,assignments-2025,assignment-2025-26-2,28,,,"Q28. The average test marks in a particular class is 79. The SD is 5. If the marks are distributed normally, how many students in a class of 200 did not received marks between 75 and 82? Ans. 97",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
mte-M24-A1,mte,paper-mte-2024-25,1,,,"Poisson mean 0.5, Y=2X, E and Var MCQ",in-scope,resolved,CONCEPT,standard bank skeleton,reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M24-A2,mte,paper-mte-2024-25,2,,,triangular pdf CDF MCQ,in-scope,resolved,FAMILY,"G&K section 8-1-5, triangular distribution",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M24-A3,mte,paper-mte-2024-25,3,,,"Chebyshev forms, pick the false ones MCQ",in-scope,resolved,CONCEPT,definitions in G&K / Devore,reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M24-B1,mte,paper-mte-2024-25,4,,,"P(X=1)=P(X=2), P(Y=2)=P(Y=3), Var(X-2Y)",in-scope,resolved,VERBATIM,"G&K Poisson chapter example (""Find the variance of X - 2Y"", lambda=2, mu=3, answer 14)",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M24-B2,mte,paper-mte-2024-25,5,,,"phone speech exponential, parameter 1/4",in-scope,resolved,RESKIN,"G&K chapter 5 exercise 10, ""lady speaks on the telephone"" f(x)=Ae^(-x/5) [Shivaji Univ 1990]; mean 5 changed to 4",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M24-B3,mte,paper-mte-2024-25,6,,,"U(-1,1) Chebyshev bound versus actual",in-scope,resolved,RESKIN,"G&K exercise 15(b) with interval (-1,3), bound 1/4, exact 0; interval changed to (-1,1)",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M24-B4,mte,paper-mte-2024-25,7,,,"trains every 15 min, 4 AM, arrival 9:00-9:30",in-scope,resolved,FAMILY + CIRCULATING,"G&K subway example (uniform wait on (0,30), answer 1/3); the 4 AM form circulates on StudyX, Gauthmath, Transtutors",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M24-C1,mte,paper-mte-2024-25,8,,,"rainfall N(2.6, 34.5) four parts + binomial week; binomial mean 5/3 part",in-scope,resolved,OPEN,"not found in Devore, G&K, H&T, Davenport OCR, or GGD volume 1 OCR; verified Palaniammal and Sundarapandian texts are absent, so their contents have not been searched",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M25-Q1,mte,paper-mte-2025-26,1,,,density integral MCQ,in-scope,resolved,CONCEPT,axiom of total mass,reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M25-Q2,mte,paper-mte-2025-26,2,,,Poisson mean e MCQ,in-scope,resolved,CONCEPT,substitution drill,reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M25-Q3,mte,paper-mte-2025-26,3,,,sufficiency MCQ,in-scope,resolved,CONCEPT,"H&T section 6.7, sufficient statistics",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M25-Q4,mte,paper-mte-2025-26,4,,,"f = kx^3(4-x)^2, find k, mean, variance",in-scope,resolved,RESKIN + CIRCULATING,"ABES Institute sample paper Q6(b) carries the same support and density and asks for k, mean and standard deviation; the MTE changes standard deviation to variance; a Brainly repost carries the same family; originating book still open",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M25-Q5,mte,paper-mte-2025-26,5,,,"Chebyshev find c, mu=10, var=4, bound 0.04",in-scope,resolved,DECK,L10-11 Chebyshev deck Q2(iv) word for word,reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M25-Q6,mte,paper-mte-2025-26,6,,,"telephone conversation, mean 3",in-scope,resolved,RESKIN + CIRCULATING,G&K chapter 5 exercise 10 re-skinned (mean 5 to 3); the same text circulates as a numbered item on StudyX,reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M25-Q7,mte,paper-mte-2025-26,7,,,"machine life 7 years, 9 samples",in-scope,resolved,RESKIN,"Walpole, Myers, Myers and Ye, Probability and Statistics for Engineers and Scientists, Problem 8.25 in the 8e index and retained in 9e; a university sheet identifies page 242; the exam deletes ""bread-making"" and keeps part (a) with the same 7, 1, 9, 6.4 and 7.2 values",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
mte-M25-Q8,mte,paper-mte-2025-26,8,,,(i) typist letters (ii) t^2 biased,in-scope,resolved,MIXED,"(i) circulating (Bartleby, StudyX, Studocu Poisson notes); (ii) G&K estimation chapter exercise 6, verbatim",reports/16-SOURCE-PROVENANCE.md#mte-block-by-block-provenance,,gross
ete-E24S3-A1,ete,E24S3,1,,,"binomial mean, n=50 p=0.4",IN,resolved,unsearched,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-A2,ete,E24S3,2,,,"Chebyshev k=3, percentage within 3 sigma",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-A3,ete,E24S3,3,,,definition of unbiased estimator,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-A4,ete,E24S3,4,,,"testing H0 mu=1000, one-sided choice",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-A5,ete,E24S3,5,,,"CLT standard error, var 400 n=100",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-B1,ete,E24S3,6,,,"Chebyshev inverse: P(-2<X<8) >= 21/25, find E(X), Var(X)",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-B2,ete,E24S3,7,,,"pdf ax^2+bx on (0,1) with mean 0.5, find a, b",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-B3,ete,E24S3,8,,,"bombs 1/5, six dropped, at least two and exactly two",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-B4,ete,E24S3,9,,,"binomial 5 trials, mean+var=9/5, find pmf",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-B5,ete,E24S3,10,,,t-test on blood sugar data,OUT,resolved,strong,G&K-Fundamentals,reports/17-ETE-INTAKE.md ; G&K-Fundamentals: 70 120 110 101 88 | 120 110 101 88 83 | 110 101 88 83 95 | means single observed what sizes,,gross
ete-E24S3-B6,ete,E24S3,11,,,inoculation chi-square table,OUT,resolved,unsearched,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-C1,ete,E24S3,12,,,(a) type I/II errors (b) MLE of Poisson,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-C2,ete,E24S3,13,,,"(a) t-test chickens (b) Y, Z, T unbiased, best estimator","PARTIAL, part b fine",resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-D1,ete,E24S3,14,,,"(a) pdf kx^2(1-x^3) find k, mean, variance (b) normal, 2000 students over 60",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S3-D2,ete,E24S3,15,,,"one-way ANOVA, rats food groups",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-A1,ete,E25S3,1,,,E[2X+3] with E[X]=5,IN,resolved,unsearched,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-A2,ete,E25S3,2,,,condition for unbiasedness,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-A3,ete,E25S3,3,,,"binomial(180, 1/3) mean and variance",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-A4,ete,E25S3,4,,,type II error definition,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-A5,ete,E25S3,5,,,standard normal mean,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-B1,ete,E25S3,6,,,"Chebyshev mu=10 var=4: P(5<X<15), P(|X-10|>=3)",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-B2,ete,E25S3,7,,,"pens defective 1/10, 12 pens, exactly 2 / at least 2 / none",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-B3,ete,E25S3,8,,,"pmf table -3, 6, 9: E(X), E(X^2), E((2X+1)^2)",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-B4,ete,E25S3,9,,,Bayes estimator of Poisson theta,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-B5,ete,E25S3,10,,,"population 2,4,6,8: sample mean unbiased",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-C1,ete,E25S3,11,,,"(a) 95% CI, 81 families (b) subway trains wait at least 20 min","PARTIAL, part b fine, part a BOUNDARY",resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-C2,ete,E25S3,12,,,MLE of Poisson,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-D1,ete,E25S3,13,,,"chi-square, hair and eye colour",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S3-D2,ete,E25S3,14,,,"ANOVA, blood pressure techniques",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-A1,ete,E24S4,1,,,unbiased estimator definition,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-A2,ete,E24S4,2,,,type I error definition,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-A3,ete,E24S4,3,,,P(exact value)=0 for continuous rv,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-A4,ete,E24S4,4,,,exponential pdf identification,IN,resolved,unsearched,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-A5,ete,E24S4,5,,,standard normal mean and variance,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-B1,ete,E24S4,6,,,"Bayes estimator of theta, exponential likelihood",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-B2,ete,E24S4,7,,,"sufficient estimators, exponential population",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-B3,ete,E24S4,8,,,"Chebyshev inverse: P(4<X<16) >= 24/25, find E(X), Var(X)",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-B4,ete,E24S4,9,,,"normal inverse: 31% under 45, 8% over 64, find mean, sd",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-B5,ete,E24S4,10,,,"two dice: pmf table, distribution function",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-C1,ete,E24S4,11,,,"(a) t CI, tensile strength (b) repair time exponential lambda=1/3","PARTIAL, part b fine",resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-C2,ete,E24S4,12,,,MLE for normal mu and sigma^2,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-D1,ete,E24S4,13,,,"chi-square, packaging machines",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E24S4-D2,ete,E24S4,14,,,"ANOVA, database query times",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-A1,ete,E25S4,1,,,random variable definition,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-A2,ete,E25S4,2,,,CDF non-decreasing,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-A3,ete,E25S4,3,,,Chebyshev purpose (bounding),IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-A4,ete,E25S4,4,,,"N(0,1) properties",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-A5,ete,E25S4,5,,,"exponential use, waiting time",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-A6,ete,E25S4,6,,,uniform mean (a+b)/2,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-A7,ete,E25S4,7,,,t-test small sample,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-A8,ete,E25S4,8,,,level of significance,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-A9,ete,E25S4,9,,,critical region,OUT,resolved,strong,G&K-Fundamentals,reports/17-ETE-INTAKE.md ; G&K-Fundamentals: random variable following probability function | random sample size taken population | 65 66 69 69 70 | hours standard deviation 200 hours,,gross
ete-E25S4-A10,ete,E25S4,10,,,F-test compares variances,OUT,resolved,unsearched,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-B1,ete,E25S4,11,,,"pmf table with k, P(X<6), distribution function, min a",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-B2,ete,E25S4,12,,,sample mean sufficient for Poisson lambda,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-B3,ete,E25S4,13,,,"T1, T2 unbiased, efficiency comparison",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-B4,ete,E25S4,14,,,"method of moments for normal mu, sigma^2",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-B5,ete,E25S4,15,,,"95% CI, t table, leaf weights",BOUNDARY,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-B6,ete,E25S4,16,,,"chi-square, gender and colour",OUT,resolved,unsearched,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-C1,ete,E25S4,17,,,"10,000 lamps, normal life, first 800 hours and 800-1200",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-C2,ete,E25S4,18,,,"t-test, two medicine groups",OUT,resolved,unsearched,,reports/17-ETE-INTAKE.md,,gross
ete-E25S4-D1,ete,E25S4,19,,,"ANOVA, household income, three areas",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q1,ete,E25SUM,1,,,random variable definition,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q2,ete,E25SUM,2,,,what a confidence interval provides,BOUNDARY,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q3,ete,E25SUM,3,,,binomial mean np,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q4,ete,E25SUM,4,,,what MLE maximizes,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q5,ete,E25SUM,5,,,type II error,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q6,ete,E25SUM,6,,,one-way ANOVA test statistic,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q7,ete,E25SUM,7,,,F-test purpose,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q8,ete,E25SUM,8,,,variance non-negative,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q9,ete,E25SUM,9,,,CLT applicability,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q10,ete,E25SUM,10,,,sampling distribution approaches normal,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q11,ete,E25SUM,11,,,"MLE, exponential lambda",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q12,ete,E25SUM,12,,,"pmf table, find k, P(1.5<X<3.5)",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q13,ete,E25SUM,13,,,"800 families, 4 children, binomial counts",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q14,ete,E25SUM,14,,,"joint pmf K(2x+3y), value of K, marginal of X",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q15,ete,E25SUM,15,,,"pmf -3, 6, 9: E(X), E(X^2), E((2X+1)^2)",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q16,ete,E25SUM,16,,,"t-test, phone call length",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q17,ete,E25SUM,17,,,"Poisson, defective bottles 0.1%, 500 per box, 100 boxes",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-E25SUM-Q18,ete,E25SUM,18,,,"F-test, hotel room rates",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S3-A1,ete,R25S3,1,,,independence: E[XY]=E[X]E[Y],IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S3-A2,ete,R25S3,2,,,consistency of Tn (bias and variance to 0),IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S3-A3,ete,R25S3,3,,,"sample size up, standard error down",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S3-B1,ete,R25S3,4,,,"independent exponential shelf lives, joint probability",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S3-B2,ete,R25S3,5,,,"Poisson demand, car hire firm, mean 1.5",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S3-B3,ete,R25S3,6,,,"t-test and confidence limits, part weights",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S3-B4,ete,R25S3,7,,,"MLE of alpha, show biased",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S3-C1,ete,R25S3,8,,,"F-test, two populations variance",OUT,resolved,family,G&K-Fundamentals,reports/17-ETE-INTAKE.md ; G&K-Fundamentals: two random samples drawn two | random samples drawn two normal | samples drawn two normal populations,,gross
ete-R25S4-A1,ete,R25S4,1,,,discrete rv definition,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S4-A2,ete,R25S4,2,,,which distribution has mean equal to variance (Poisson),IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S4-A3,ete,R25S4,3,,,consistency definition,IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S4-A4,ete,R25S4,4,,,type I error true/false,OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S4-B1,ete,R25S4,5,,,"heights normal, over 6 feet, expected count",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S4-B2,ete,R25S4,6,,,"literate 20%, binomial, investigators reporting 3 or less",IN,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S4-B3,ete,R25S4,7,,,"bulb life, claim test (t)",OUT,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S4-B4,ete,R25S4,8,,,"95% CI, accidents per crossing",BOUNDARY,resolved,open,,reports/17-ETE-INTAKE.md,,gross
ete-R25S4-C1,ete,R25S4,9,,,"f(x)=6x(1-x): k with P(X<k)=P(X>k), CDF",IN,resolved,family,G&K-Fundamentals,reports/17-ETE-INTAKE.md ; G&K-Fundamentals: diameter electric cable say assumed | electric cable say assumed continuous | cable say assumed continuous random | say assumed continuous random variable,,gross
asn2024-1-Q01,assignments-2024,assignment-2024-25-1,1,,,"Q1. (a) Define random variable. (b) If two random variables 𝑋 and 𝑌 are independent, then …….. (c) Write the statement of Chebyschev’s inequality. (d) Define distribution function. MSV14KHW4HVFM4UNMCA7 (e) Is the function defined as follows a density function? 𝑒 −𝑥 , 𝑥 ≥ 0 𝑓(𝑥) = { 0, 𝑥 < 0 (f) A discrete random variable can take ………… number of values with in its range (g) The range of distribution function is …….. (h) If X and Y are two random variables such that their expectation exist and 𝑃(𝑥",pending,resolved,open,,reports/18-CORPUS-ACCOUNTING.md,,gross
asn2024-1-Q02,assignments-2024,assignment-2024-25-1,2,,,"Q2. Two dice are dice are rolled. Let 𝑋 denote the random variable which counts the total number of points on the upturned faces, construct a table giving the non-zero values of the probability mass function and draw the probability chart. Also find the distribution function of 𝑋.",pending,resolved,open,,reports/18-CORPUS-ACCOUNTING.md,,gross
asn2024-1-Q03,assignments-2024,assignment-2024-25-1,3,,,"Q3. A diameter of an electric cable, say 𝑋, is assumed to be a continuous random variable with p.d.f. : 𝑓(𝑥) = 6𝑥(1 − 𝑥), 0 ≤ 𝑥 ≤ 1. Check that 𝑓(𝑥) is p.d.f., and (ii) determine a number 𝑏 such that 𝑃(𝑋 < 𝑏) = 𝑃(𝑋 > 1 1 2 𝑏). (iii) Obtain expression for the c.d.f. of 𝑋. (iv) Compute 𝑃 (𝑋 ≤ 2 | 3 ≤ 𝑋 ≤ 3).",pending,resolved,family,G&K-Fundamentals,reports/18-CORPUS-ACCOUNTING.md ; G&K-Fundamentals: diameter electric cable say assumed | electric cable say assumed continuous | cable say assumed continuous random | say assumed continuous random variable,,gross
asn2024-1-Q04,assignments-2024,assignment-2024-25-1,4,,,"Q4. Let 𝑋 be a random variable with the following probability distribution : x -3 6 9 𝑃(𝑋 = 𝑥) 1/6 1/2 1/3 Find 𝐸(𝑋) and 𝐸(𝑋 ) and using the laws of expectation, evaluate 𝐸(2𝑋 + 1)2 . 2",pending,resolved,open,,reports/18-CORPUS-ACCOUNTING.md,,gross
asn2024-1-Q05,assignments-2024,assignment-2024-25-1,5,,,"Q5. If the Chebyshev’s inequality for the random variable X is given by 𝑃(−2 < 𝑋 < 21 8) ≥ 25, find 𝐸(𝑋) and 𝑉𝑎𝑟|𝑋|. SECTION-C (Analytical Based Questions)",pending,resolved,open,,reports/18-CORPUS-ACCOUNTING.md,,gross
