source_file,block_index,start_line,end_line,declared_type,renderer,ascii_structural_replaced
deck/01-CHEATSHEET.md,8,131,139,formula,typeset-formula,yes
deck/01-CHEATSHEET.md,9,143,167,formula,typeset-formula,yes
deck/01-CHEATSHEET.md,10,171,182,formula,typeset-formula,yes
deck/01-CHEATSHEET.md,11,186,198,table,semantic-table,yes
deck/01-CHEATSHEET.md,12,202,207,table,semantic-table,yes
deck/01-CHEATSHEET.md,13,211,217,table,semantic-table,yes
deck/02-TERMS.md,1,5,50,flow,vector-flow,yes
deck/02-TERMS.md,2,54,63,table,semantic-table,yes
deck/02-TERMS.md,3,70,84,table,semantic-table,yes
deck/02-TERMS.md,4,88,96,table,semantic-table,yes
deck/02-TERMS.md,5,100,114,table,semantic-table,yes
deck/02-TERMS.md,6,118,127,table,semantic-table,yes
deck/02-TERMS.md,7,131,138,table,semantic-table,yes
deck/02-TERMS.md,8,142,150,table,semantic-table,yes
deck/02-TERMS.md,9,154,161,table,semantic-table,yes
deck/02-TERMS.md,10,165,178,table,semantic-table,yes
deck/02-TERMS.md,11,182,193,table,semantic-table,yes
deck/02-TERMS.md,12,197,212,table,semantic-table,yes
deck/02-TERMS.md,13,216,228,table,semantic-table,yes
deck/03-LINGUISTICS.md,1,5,37,flow,vector-flow,yes
deck/03-LINGUISTICS.md,2,41,57,plot,vector-plot,yes
deck/03-LINGUISTICS.md,3,61,79,flow,vector-flow,yes
deck/03-LINGUISTICS.md,4,86,111,table,semantic-table,yes
deck/03-LINGUISTICS.md,5,115,123,table,semantic-table,yes
deck/03-LINGUISTICS.md,6,127,138,table,semantic-table,yes
deck/03-LINGUISTICS.md,7,142,151,table,semantic-table,yes
deck/03-LINGUISTICS.md,8,155,170,table,semantic-table,yes
deck/03-LINGUISTICS.md,9,174,181,table,semantic-table,yes
deck/03-LINGUISTICS.md,10,185,197,table,semantic-table,yes
deck/04-METHODS.md,1,5,37,flow,vector-flow,yes
deck/04-METHODS.md,2,41,60,flow,vector-flow,yes
deck/04-METHODS.md,3,67,75,table,semantic-table,yes
deck/04-METHODS.md,4,79,86,table,semantic-table,yes
deck/04-METHODS.md,5,90,97,table,semantic-table,yes
deck/04-METHODS.md,6,101,110,table,semantic-table,yes
deck/04-METHODS.md,7,114,123,table,semantic-table,yes
deck/04-METHODS.md,8,127,135,table,semantic-table,yes
deck/04-METHODS.md,9,139,149,table,semantic-table,yes
deck/04-METHODS.md,10,153,165,table,semantic-table,yes
deck/04-METHODS.md,11,169,177,table,semantic-table,yes
deck/04-METHODS.md,12,181,192,table,semantic-table,yes
deck/04-METHODS.md,13,196,203,table,semantic-table,yes
deck/04-METHODS.md,14,207,219,table,semantic-table,yes
deck/04-METHODS.md,15,223,233,table,semantic-table,yes
deck/04-METHODS.md,16,237,244,table,semantic-table,yes
deck/04-METHODS.md,17,248,259,table,semantic-table,yes
deck/04-METHODS.md,18,263,275,table,semantic-table,yes
deck/04-METHODS.md,19,279,285,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,1,5,24,plot,vector-plot,yes
deck/05-DISTRIBUTIONS.md,2,28,43,flow,vector-flow,yes
deck/05-DISTRIBUTIONS.md,3,47,63,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,4,72,82,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,5,84,95,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,6,99,109,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,7,111,122,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,8,126,134,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,9,136,145,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,10,149,159,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,11,161,172,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,12,176,186,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,13,188,202,table,semantic-table,yes
deck/05-DISTRIBUTIONS.md,14,206,220,table,semantic-table,yes
deck/06-NUMBERS.md,1,5,15,plot,vector-plot,yes
deck/06-NUMBERS.md,2,19,38,plot,vector-plot,yes
deck/06-NUMBERS.md,3,42,57,plot,vector-plot,yes
deck/06-NUMBERS.md,4,64,73,table,semantic-table,yes
deck/06-NUMBERS.md,5,77,90,table,semantic-table,yes
deck/06-NUMBERS.md,6,94,114,table,semantic-table,yes
deck/06-NUMBERS.md,7,116,120,formula,typeset-formula,yes
deck/06-NUMBERS.md,8,124,131,table,semantic-table,yes
deck/06-NUMBERS.md,9,135,161,table,semantic-table,yes
deck/06-NUMBERS.md,10,165,176,formula,typeset-formula,yes
deck/06-NUMBERS.md,11,180,190,table,semantic-table,yes
deck/06-NUMBERS.md,12,194,200,table,semantic-table,yes
deck/07-PATTERNS.md,1,5,22,flow,vector-flow,yes
deck/07-PATTERNS.md,2,26,47,callout,styled-callout,yes
deck/07-PATTERNS.md,3,51,65,table,semantic-table,yes
deck/07-PATTERNS.md,4,69,86,flow,vector-flow,yes
deck/07-PATTERNS.md,5,95,100,table,semantic-table,yes
deck/07-PATTERNS.md,6,107,120,table,semantic-table,yes
deck/07-PATTERNS.md,7,124,140,table,semantic-table,yes
deck/07-PATTERNS.md,8,144,157,table,semantic-table,yes
deck/07-PATTERNS.md,9,165,175,table,semantic-table,yes
deck/07-PATTERNS.md,10,182,201,table,semantic-table,yes
deck/07-PATTERNS.md,11,205,217,table,semantic-table,yes
deck/07-PATTERNS.md,12,224,233,table,semantic-table,yes
deck/08-TRAPS.md,1,5,52,flow,vector-flow,yes
deck/08-TRAPS.md,2,56,88,table,semantic-table,yes
deck/08-TRAPS.md,3,92,105,callout,styled-callout,yes
deck/08-TRAPS.md,4,112,153,table,semantic-table,yes
deck/08-TRAPS.md,5,159,200,table,semantic-table,yes
deck/08-TRAPS.md,6,204,215,table,semantic-table,yes
deck/09-QUESTIONS.md,1,5,30,table,semantic-table,yes
deck/09-QUESTIONS.md,2,34,51,table,semantic-table,yes
deck/09-QUESTIONS.md,3,55,68,plot,vector-plot,yes
deck/09-QUESTIONS.md,4,82,100,table,semantic-table,yes
deck/09-QUESTIONS.md,5,104,146,table,semantic-table,yes
deck/09-QUESTIONS.md,6,150,157,table,semantic-table,yes
deck/09-QUESTIONS.md,7,161,169,table,semantic-table,yes
deck/09-QUESTIONS.md,8,173,184,table,semantic-table,yes
deck/09-QUESTIONS.md,9,188,197,table,semantic-table,yes
deck/10-SLIDE-MAP.md,1,5,28,timeline,vector-timeline,yes
deck/10-SLIDE-MAP.md,2,32,50,table,semantic-table,yes
deck/10-SLIDE-MAP.md,3,56,74,table,semantic-table,yes
deck/10-SLIDE-MAP.md,4,78,109,table,semantic-table,yes
deck/10-SLIDE-MAP.md,5,117,129,table,semantic-table,yes
deck/10-SLIDE-MAP.md,6,133,146,table,semantic-table,yes
deck/10-SLIDE-MAP.md,7,150,159,table,semantic-table,yes
deck/10-SLIDE-MAP.md,8,163,169,table,semantic-table,yes
deck/10-SLIDE-MAP.md,9,173,178,table,semantic-table,yes
deck/10-SLIDE-MAP.md,10,182,188,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,1,5,29,flow,vector-flow,yes
deck/11-BEYOND-SLIDES.md,2,33,47,plot,vector-plot,yes
deck/11-BEYOND-SLIDES.md,3,51,70,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,4,78,91,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,5,95,106,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,6,110,118,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,7,122,128,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,8,132,140,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,9,144,152,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,10,156,163,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,11,167,177,table,semantic-table,yes
deck/11-BEYOND-SLIDES.md,12,181,190,table,semantic-table,yes
deck/12-DRILL.md,1,8,33,timeline,vector-timeline,yes
deck/12-DRILL.md,2,37,46,table,semantic-table,yes
deck/12-DRILL.md,3,50,58,table,semantic-table,yes
deck/12-DRILL.md,4,62,70,table,semantic-table,yes
deck/12-DRILL.md,5,74,78,table,semantic-table,yes
deck/12-DRILL.md,6,82,90,table,semantic-table,yes
deck/12-DRILL.md,7,94,101,table,semantic-table,yes
deck/12-DRILL.md,8,105,111,table,semantic-table,yes
deck/12-DRILL.md,9,115,122,table,semantic-table,yes
deck/12-DRILL.md,10,126,138,table,semantic-table,yes
deck/12-DRILL.md,11,142,148,table,semantic-table,yes
deck/12-DRILL.md,12,152,161,callout,styled-callout,yes
deck/13-EXAM-MECHANICS.md,1,5,15,callout,styled-callout,yes
deck/13-EXAM-MECHANICS.md,2,19,34,timeline,vector-timeline,yes
deck/13-EXAM-MECHANICS.md,3,38,48,table,semantic-table,yes
deck/13-EXAM-MECHANICS.md,4,52,74,flow,vector-flow,yes
deck/13-EXAM-MECHANICS.md,5,78,85,callout,styled-callout,yes
deck/13-EXAM-MECHANICS.md,6,89,99,plot,vector-plot,yes
deck/13-EXAM-MECHANICS.md,7,103,111,table,semantic-table,yes
deck/13-EXAM-MECHANICS.md,8,115,139,callout,styled-callout,yes
deck/14-MASTER-STUDY-ORDER.md,1,14,40,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,2,46,87,flow,vector-flow,yes
deck/14-MASTER-STUDY-ORDER.md,3,95,115,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,4,125,145,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,5,151,173,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,6,181,213,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,7,219,235,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,8,241,262,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,9,268,285,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,10,293,325,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,11,331,345,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,12,351,370,flow,vector-flow,yes
deck/14-MASTER-STUDY-ORDER.md,13,376,414,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,14,420,434,timeline,vector-timeline,yes
deck/14-MASTER-STUDY-ORDER.md,15,440,456,table,semantic-table,yes
deck/14-MASTER-STUDY-ORDER.md,16,462,476,timeline,vector-timeline,yes
deck/README.md,1,5,14,table,semantic-table,yes
deck/README.md,2,18,28,timeline,vector-timeline,yes
deck/README.md,3,37,68,table,semantic-table,yes
