source_file,block_index,start_line,end_line,classification,structural_markers
deck/notes/07-uniform-normal-exponential.md,16,155,167,structural-candidate,─│┴
deck/notes/07-uniform-normal-exponential.md,17,171,189,structural-candidate,═║╔╗╚╝
deck/notes/07-uniform-normal-exponential.md,18,191,200,structural-candidate,─┴
deck/notes/07-uniform-normal-exponential.md,19,204,208,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,20,210,220,structural-candidate,─┴
deck/notes/07-uniform-normal-exponential.md,21,224,226,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,22,228,235,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,23,237,245,structural-candidate,─┴
deck/notes/07-uniform-normal-exponential.md,24,247,250,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,25,254,256,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,26,258,265,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,27,267,273,structural-candidate,═║╔╗╚╝
deck/notes/07-uniform-normal-exponential.md,28,275,285,structural-candidate,─┴
deck/notes/07-uniform-normal-exponential.md,29,289,293,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,30,295,305,structural-candidate,─┴
deck/notes/07-uniform-normal-exponential.md,31,311,318,structural-candidate,─│┌┐└┘
deck/notes/07-uniform-normal-exponential.md,32,322,329,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,33,331,339,structural-candidate,═║╔╗╚╝
deck/notes/07-uniform-normal-exponential.md,34,341,353,structural-candidate,─│└█▶
deck/notes/07-uniform-normal-exponential.md,35,355,366,structural-candidate,─│┌└├▶
deck/notes/07-uniform-normal-exponential.md,36,370,373,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,37,375,382,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,38,384,394,structural-candidate,═║╔╗╚╝
deck/notes/07-uniform-normal-exponential.md,39,398,400,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,40,402,410,structural-candidate,─│┌┐└┘
deck/notes/07-uniform-normal-exponential.md,41,412,420,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,42,422,424,text-or-formula,
deck/notes/07-uniform-normal-exponential.md,43,428,440,structural-candidate,─│┌┐└┘├┬┴┼
deck/notes/07-uniform-normal-exponential.md,44,442,453,structural-candidate,─│┌┐└┘█
deck/notes/08-sampling-and-clt.md,1,5,20,structural-candidate,─│┌┐└┘├┬┴┼
deck/notes/08-sampling-and-clt.md,2,22,30,structural-candidate,═║╔╗╚╝
deck/notes/08-sampling-and-clt.md,3,34,49,structural-candidate,─│┌┐└┘├┬┴▶
deck/notes/08-sampling-and-clt.md,4,53,62,structural-candidate,─│┌┐└┘
deck/notes/08-sampling-and-clt.md,5,64,69,structural-candidate,─│┌┐└┘
deck/notes/08-sampling-and-clt.md,6,71,80,structural-candidate,─│┴
deck/notes/08-sampling-and-clt.md,7,84,86,text-or-formula,
deck/notes/08-sampling-and-clt.md,8,88,91,text-or-formula,
deck/notes/08-sampling-and-clt.md,9,93,100,structural-candidate,═║╔╗╚╝
deck/notes/08-sampling-and-clt.md,10,104,111,structural-candidate,─│┌┐└┘
deck/notes/08-sampling-and-clt.md,11,113,119,text-or-formula,
deck/notes/08-sampling-and-clt.md,12,123,135,structural-candidate,═║╔╗╚╝
deck/notes/08-sampling-and-clt.md,13,137,155,structural-candidate,─│┌┐└┘┬┴
deck/notes/08-sampling-and-clt.md,14,159,175,structural-candidate,─│┌┐└┘├┬┴┼█
deck/notes/08-sampling-and-clt.md,15,179,182,text-or-formula,
deck/notes/08-sampling-and-clt.md,16,184,189,text-or-formula,
deck/notes/08-sampling-and-clt.md,17,191,201,structural-candidate,─┴
deck/notes/08-sampling-and-clt.md,18,205,208,text-or-formula,
deck/notes/08-sampling-and-clt.md,19,210,218,text-or-formula,
deck/notes/08-sampling-and-clt.md,20,220,229,structural-candidate,═║╔╗╚╝
deck/notes/08-sampling-and-clt.md,21,233,236,text-or-formula,
deck/notes/08-sampling-and-clt.md,22,238,242,text-or-formula,
deck/notes/08-sampling-and-clt.md,23,244,247,text-or-formula,
deck/notes/08-sampling-and-clt.md,24,251,254,text-or-formula,
deck/notes/08-sampling-and-clt.md,25,256,262,text-or-formula,
deck/notes/08-sampling-and-clt.md,26,264,280,structural-candidate,─│┴═║╔╗╚╝
deck/notes/08-sampling-and-clt.md,27,284,294,structural-candidate,─│┌┐└┘┬┴
deck/notes/08-sampling-and-clt.md,28,296,304,structural-candidate,═║╔╗╚╝
deck/notes/09-estimation.md,1,5,23,structural-candidate,─│┌┐└┘├┬┴┼
deck/notes/09-estimation.md,2,25,31,structural-candidate,═║╔╗╚╝
deck/notes/09-estimation.md,3,35,46,structural-candidate,─│┌┐└┘┬▶
deck/notes/09-estimation.md,4,50,58,structural-candidate,─
deck/notes/09-estimation.md,5,60,69,structural-candidate,─│┌┐
deck/notes/09-estimation.md,6,71,73,text-or-formula,
deck/notes/09-estimation.md,7,77,87,structural-candidate,─│┌┐┬┼
deck/notes/09-estimation.md,8,89,91,text-or-formula,
deck/notes/09-estimation.md,9,95,100,structural-candidate,─│┌┐└┘
deck/notes/09-estimation.md,10,102,113,structural-candidate,─│┬┴█
deck/notes/09-estimation.md,11,115,121,structural-candidate,═║╔╗╚╝
deck/notes/09-estimation.md,12,125,130,structural-candidate,─▶
deck/notes/09-estimation.md,13,132,139,structural-candidate,═║╔╗╚╝
deck/notes/09-estimation.md,14,141,152,structural-candidate,─│┌┐└┘├┬┴┼
deck/notes/09-estimation.md,15,154,163,structural-candidate,─│┴
deck/notes/09-estimation.md,16,167,170,text-or-formula,
deck/notes/09-estimation.md,17,172,175,text-or-formula,
deck/notes/09-estimation.md,18,177,188,structural-candidate,─┴
deck/notes/09-estimation.md,19,190,198,structural-candidate,═║╔╗╚╝
deck/notes/09-estimation.md,20,202,208,text-or-formula,
deck/notes/09-estimation.md,21,210,216,text-or-formula,
deck/notes/09-estimation.md,22,218,223,text-or-formula,
deck/notes/09-estimation.md,23,225,229,text-or-formula,
deck/notes/09-estimation.md,24,231,236,text-or-formula,
deck/notes/09-estimation.md,25,238,244,structural-candidate,█
deck/notes/09-estimation.md,26,248,254,text-or-formula,
deck/notes/09-estimation.md,27,256,261,text-or-formula,
deck/notes/09-estimation.md,28,263,268,text-or-formula,
deck/notes/09-estimation.md,29,270,275,text-or-formula,
deck/notes/09-estimation.md,30,277,284,text-or-formula,
deck/notes/09-estimation.md,31,286,292,structural-candidate,█
deck/notes/09-estimation.md,32,294,303,structural-candidate,═║╔╗╚╝
deck/notes/09-estimation.md,33,307,316,structural-candidate,─│┌┐└┘
deck/notes/09-estimation.md,34,320,322,text-or-formula,
deck/notes/09-estimation.md,35,324,329,text-or-formula,
deck/notes/09-estimation.md,36,331,336,structural-candidate,═║╔╗╚╝
deck/notes/09-estimation.md,37,340,342,text-or-formula,
deck/notes/09-estimation.md,38,344,347,text-or-formula,
deck/notes/09-estimation.md,39,351,353,text-or-formula,
deck/notes/09-estimation.md,40,358,364,text-or-formula,
deck/notes/09-estimation.md,41,366,376,structural-candidate,─
deck/notes/09-estimation.md,42,380,390,structural-candidate,─│┌┐└┘├┬┴┼
deck/notes/09-estimation.md,43,394,402,structural-candidate,─│┌┐└┘├┬┴┼
deck/notes/09-estimation.md,44,404,412,structural-candidate,═║╔╗╚╝
deck/notes/09-estimation.md,45,416,418,text-or-formula,
deck/notes/09-estimation.md,46,420,431,structural-candidate,─│└┘
deck/notes/09-estimation.md,47,433,439,structural-candidate,─│┌┐└┘
deck/notes/09-estimation.md,48,443,459,structural-candidate,─│┌┐┴
deck/notes/10-chebyshev-and-hidden.md,1,7,12,text-or-formula,
deck/notes/10-chebyshev-and-hidden.md,2,14,18,text-or-formula,
deck/notes/10-chebyshev-and-hidden.md,3,20,25,structural-candidate,─│┌┐└┘
deck/notes/10-chebyshev-and-hidden.md,4,29,49,structural-candidate,─└┘├┬┴
deck/notes/10-chebyshev-and-hidden.md,5,53,64,structural-candidate,─│┌┐└┘├┬┴┼
deck/notes/10-chebyshev-and-hidden.md,6,66,82,structural-candidate,─│└┬█▶
deck/notes/10-chebyshev-and-hidden.md,7,86,93,text-or-formula,
deck/notes/10-chebyshev-and-hidden.md,8,97,106,structural-candidate,─
deck/notes/10-chebyshev-and-hidden.md,9,108,120,structural-candidate,─
deck/notes/10-chebyshev-and-hidden.md,10,122,134,structural-candidate,═║╔╗╚╝
deck/notes/10-chebyshev-and-hidden.md,11,136,148,structural-candidate,─
deck/notes/10-chebyshev-and-hidden.md,12,150,160,structural-candidate,─
deck/notes/10-chebyshev-and-hidden.md,13,162,167,structural-candidate,─
deck/notes/10-chebyshev-and-hidden.md,14,171,178,structural-candidate,─│┌┐└┘
deck/notes/10-chebyshev-and-hidden.md,15,184,236,structural-candidate,─│┌┐└┘
deck/notes/10-chebyshev-and-hidden.md,16,240,254,structural-candidate,─
deck/notes/10-chebyshev-and-hidden.md,17,256,262,structural-candidate,═║╔╗╚╝
